No,Date,Day,Curator,Source,G,D,T,Problem Statement,Hint 1,Hint 2,Hint 3,Notes,Solved,Solved by,In pdf?,
201,12 Oct 2019,Sat,Will,2010 China TST 3 P3 of 3  ,N,9,,"Let $k > 1$ be an integer, set $n = 2^k + 1.$ Prove that for any positive integers $a_{1} < a_{2} < \dots < a_{n},$ the product $\displaystyle\prod_{1 \leq i < j \leq n}^{} (a_{i} + a_{j})$ has at least $k + 1$ distinct prime factors. ",,,,,,,,
200,11 Oct 2019,Fri,Sharky,2009 IMO Q3,N,9,,"Suppose that $s_1, s_2, s_3, \dots$ is a strictly increasing sequence of positive integers such that the subsequences $$s_{s_1}, s_{s_2}, s_{s_3}, \dots \quad \text{and} \quad s_{s_1 + 1}, s_{s_2 + 1}, s_{s_3 + 1}, \dots$$ are both arithmetic progressions. Prove that the sequence $s_1, s_2, s_3, \dots$ is itself an arithmetic progression.",,,,,,,,
194,5 Oct 2019,Sat,Will,2012 RMM P3 of 6,A,9,,"Each positive integer is coloured red or blue. A function $f$ from the set of positive integers to itself has the following two properties: \begin{enumerate} \item If $x \leq y$ the $f(x) \leq f(y).$ \item If $x, y, z$ are (not necessarily distinct) positive integers of the same colour with $x + y = z$ then $f(x) + f(y) = f(z).$ \end{enumerate} Prove that there exists a positive number $c$ such that $f(x) \leq cx$ for all positive integers $x.$",,,,,,,,
159,31 Aug 2019,Sat,A02,"2018 IMOSL, C7",CG,9,,"Consider 2018 pairwise crossing circles no three of which are concurrent. These circles subdivide the plane into region bounded by circular \emph{edges} that meet at \emph{vertices}. Notice that there are an even number of vertices on each circle. Given the circle, alternately colour the vertices on that circle red and blue. In doing so for each circle, every vertex is coloured twice -- once for each of the two circles that cross at that point. If the two colouring agree at a vertex, then it is assigned that colour; otherwise, it becomes yellow. Show that, if some circle contains at least 2061 yellow points, then the vertices of some region are all yellow.",,,,,Yes,"A02, Tanyoshi",No,
138,10 Aug 2019,Sat,tan,"2015 IMO, P6 of 6",C,9,,"The sequence $a_1,a_2,\dots$ of integers satisfies the conditions:

(i) $1\le a_j\le2015$ for all $j\ge1$,
(ii) $k+a_k\neq \ell+a_\ell$ for all $1\le k<\ell$.

Prove that there exist two positive integers $b$ and $N$ for which\[\left\vert\sum_{j=m+1}^n(a_j-b)\right\vert\le1007^2\]for all integers $m$ and $n$ such that $n>m\ge N$.",,,,,Yes,Tanyoshi,No,
131,3 Aug 2019,Sat,tan,2017 IMOSL G7     ,G,9,,"A convex quadrilateral $ABCD$ has an inscribed circle with center $I$. Let $I_a, I_b, I_c$ and $I_d$ be the incenters of the triangles $DAB, ABC, BCD$ and $CDA$, respectively. Suppose that the common external tangents of the circles $AI_bI_d$ and $CI_bI_d$ meet at $X$, and the common external tangents of the circles $BI_aI_c$ and $DI_aI_c$ meet at $Y$. Prove that $\angle{XIY}=90^{\circ}$.",,,,,Yes,Tanyoshi,No,
120,23 Jul 2019,Tue,tan,"2019 USA TST, P3 of 6",C,9,,"A game of snake with the usual rules is played in an $n \times n$ grid. For sufficiently large n, is it possible that a snake of length at least $0.9n^2$ can be placed in the grid that after some amount of time the snake is in the same position, but in the opposite orientation? (i.e. the head is now where the tail was and vice versa)",,,,,Yes,Tanyoshi,No,
11,5 Apr 2019,Fri,Tony,"2017 IMO, Q2",A,9,FE,"Let $\mathbb{R}$ be the set of real numbers. Determine all functions $f : \mathbb{R} \to \mathbb{R}$ such that, for all real numbers $x$ and $y$, \[f(f(x)f(y)) + f(x + y) = f(xy).\]",,,,,No,,,
1364,18 Dec 2022,Sun,exy,"2022 IGO Advanced, P4 of 5",G,10,,"Let $ABCD$ be a trapezoid with $AB\parallel CD$. Its diagonals intersect at a point $P$. The line passing through $P$ parallel to $AB$ intersects $AD$ and $BC$ at $Q$ and $R$, respectively. Exterior angle bisectors of angles $DBA$, $DCA$ intersect at $X$. Let $S$ be the foot of $X$ onto $BC$. Prove that if quadrilaterals $ABPQ$, $CDQP$ are circumcribed, then $PR=PS$.",,,,,,,,
1336,20 Nov 2022,Sun,exy,"2015 Geolympiad Fall Contest, P3 of 3",G,10,,"Let $ABC$ be a triangle and let $P_A$ be the point where the circle passing through $B$ and $C$ different from the circumcircle of $ABC$ that is tangent to the $A$-mixtilinear-incircle is tangent to the $A$-mixtilinear-incircle, and define $P_B$ and $P_C$ similarly. Prove that $AP_A$, $BP_B$, and $CP_C$ concur. ",,,,,,,,
1322,6 Nov 2022,Sun,A02,"2022 USA TSTST, P9 of 9",C,10,,"Let $k>1$ be a fixed positive integer. Prove that if $n$ is a sufficiently large positive integer, there exists a sequence of integers with the following properties:
\begin{itemize}
\item Each element of the sequence is between $1$ and $n$, inclusive.
\item For any two different contiguous subsequence of the sequence with length between $2$ and $k$ inclusive, the multisets of values in those two subsequences is not the same.
\item The sequence has length at least $0.499n^2$
\end{itemize}",,,,,,,,
1280,25 Sep 2022,Sun,A02,"2021 IMOSL, C8",C,10,,"Determine the largest integer $N$ for which there exists a table $T$ of integers with $N$ rows and $100$ columns that has the following properties:
$\text{(i)}$ Every row contains the numbers $1$, $2$, $\ldots$, $100$ in some order.
$\text{(ii)}$ For any two distinct rows $r$ and $s$, there is a column $c$ such that $|T(r,c) - T(s, c)|\geq 2$. (Here $T(r,c)$ is the entry in row $r$ and column $c$.)",,,,,,,,
1273,18 Sep 2022,Sun,413226027230429186,"Kazakhstan National Olympiad Grades 10-11, P3",A,10,,"Given $m\in\mathbb{N}$. Find all functions $f:\mathbb{R^{+}}\rightarrow\mathbb{R^{+}}$ such that$$f(f(x)+y)-f(x)=\left( \frac{f(y)}{y}-1\right)x+f^m(y)$$holds for all $x,y\in\mathbb{R^{+}}.$\\

\noindent ($f^m(x) =$ $f$ applied $m$ times.)",,,,,,,,
1245,21 Aug 2022,Sun,exy,"2019 Taiwan TST Round 3, P6 of 6",G,10,,"Given is a triangle $ \triangle{ABC} $ with circumcircle $ \Omega $. Denote its incenter and $ A $-excenter by $ I, J $, respectively. Let $ T $ be the reflection of $ J $ w.r.t $ BC $ and $ P $ is the intersection of $ BC $ and $ AT $. If the circumcircle of $ \triangle{AIP} $ intersects $ BC $ at $ X \neq P $ and there is a point $ Y \neq A $ on $ \Omega $ such that $ IA = IY $, then show that $ \odot\left(IXY\right) $ is tangent to the line $ AI $.",,,,,,,,
1238,14 Aug 2022,Sun,exy,"2020 Iran TST, P9 of 12",G,10,,"Given a triangle $ABC$ with circumcircle $\Gamma$. Points $E$ and $F$ are the foot of angle bisectors of $B$ and $C$, $I$ is incenter and $K$ is the intersection of $AI$ and $EF$. Suppose that $T$ be the midpoint of arc $BAC$. Circle $\Gamma$ intersects the $A$-median and circumcircle of $AEF$ for the second time at $X$ and $S$. Let $S'$ be the reflection of $S$ across $AI$ and $J$ be the second intersection of circumcircle of $AS'K$ and $AX$. Prove that quadrilateral $TJIX$ is cyclic.",,,,,,,,
1224,31 Jul 2022,Sun,exy,"2022 Israel TST Test 10, P3 of 3",G,10,,"Scalene triangle $ABC$ has incenter $I$ and circumcircle $\Omega$ with center $O$. $H$ is the orthocenter of triangle $BIC$, and $T$ is a point on $\Omega$ for which $\angle ATI=90^\circ$. Circle $(AIO)$ intersects line $IH$ again at $X$. Show that the lines $AX, HT$ intersect on $\Omega$.
",,,,,,,,
1217,24 Jul 2022,Sun,exy,"2021 IMOSL, G8",G,10,,Let $ABC$ be a triangle with circumcircle $\omega$ and let $\Omega_A$ be the $A$-excircle. Let $X$ and $Y$ be the intersection points of $\omega$ and $\Omega_A$. Let $P$ and $Q$ be the projections of $A$ onto the tangent lines to $\Omega_A$ at $X$ and $Y$ respectively. The tangent line at $P$ to the circumcircle of the triangle $APX$ intersects the tangent line at $Q$ to the circumcircle of the triangle $AQY$ at a point $R$. Prove that $\overline{AR} \perp \overline{BC}$.,,,,,,,,
1203,10 Jul 2022,Sun,exy,"2022 AUS → UNK F3, P3 of 3",G,10,,"Let $H$ be the orthocenter of acute scalene triangle $\triangle ABC$ with circumcircle $\Gamma$, and let $D, E, F$ be the feet of the altitudes from $A, B, C$. Let $M$ be the midpoint of $BC$ and let the circle $\gamma$ with diameter $AH$ meet $\Gamma$ at $Q$. Suppose $ME, MF$ meet the line through $A$ parallel to $BC$ at $E', F'$ and $QE', QF'$ meet $BC$ at $S, T$, and further suppose that $AM$ meets $\Gamma$ again at $K$, and the circumcircle of $\triangle ADK$ meets $\gamma$ again at $W$. Show that $SE, TF$ and the tangents to $\gamma$ at $Q, W$ concur.",,,,,,,,
1189,26 Jun 2022,Sun,696497464621924394,"2022 DIMO, P6 of 6",G,10,,"In triangle $\triangle ABC$, $M$ is the midpoint of arc $BAC$, $I$ is the incenter and $I_A$ is the A-excenter. Let $AC,AB,MI$ cut $BI,CI,(ABC)$ in $E,F,P$ respectively and let $S$ be the intersection of the circumcircles of triangles $AEF$ and $ABC$. If $X,Y$ are the reflections of $I$ across $I_AE,I_AF$ respectively, then prove that $(BYF), (CXE), (PXY)$ and $PS$ are concurrent.",,,,,,,,
1168,5 Jun 2022,Sun,A02,"USA TSTST 2021, P9 of 9",N,10,,"Let $q=p^r$ for a prime number $p$ and positive integer $r$. Let $\zeta = e^{\frac{2\pi i}{q}}$. Find the least positive integer $n$ such that
\[\sum_{\substack{1\leq k\leq q\\ \gcd(k,p)=1}} \frac{1}{(1-\zeta^k)^n}\]is not an integer. (The sum is over all $1\leq k\leq q$ with $p$ not dividing $k$.)",,,,,,,,
1126,24 Apr 2022,Sun,exy,"2021 USA TSTST, P6 of 9",G,10,,"Triangles $ABC$ and $DEF$ share circumcircle $\Omega$ and incircle $\omega$ so that points $A,F,B,D,C,$ and $E$ occur in this order along $\Omega$. Let $\Delta_A$ be the triangle formed by lines $AB, AC,$ and $EF,$ and define triangles $\Delta_B, \Delta_C, \ldots, \Delta_F$ similarly. Furthermore, let $\Omega_A$ and $\omega_A$ be the circumcircle and incircle of triangle $\Delta_A$, respectively, and define circles $\Omega_B, \omega_B, \ldots, \Omega_F, \omega_F$ similarly.
\begin{enumerate}[label=(\alph*)]
\item Prove that the two common external tangents to circles $\Omega_A$ and $\Omega_D$ and the two common external tangents to $\omega_A$ and $\omega_D$ are either concurrent or pairwise parallel.
\item Suppose that these four lines meet at point $T_A$, and define points $T_B$ and $T_C$ similarly. Prove that points $T_A, T_B$, and $T_C$ are collinear.
\end{enumerate}",,,,,,,,
1112,10 Apr 2022,Sun,exy,2022 Taiwan TST Round 2 Independent Study 1-G,G,10,,"Let $I$, $O$, $H$, and $\Omega$ be the incenter, circumcenter, orthocenter, and the circumcircle of the triangle $ABC$, respectively. Assume that line $AI$ intersects with $\Omega$ again at point $M\neq A$. line $IH$ and $BC$ meets at point $D$, and line $MD$ intersects with $\Omega$ again at point $E\neq M$. Prove that line $OI$ is tangent to the circumcircle of triangle $IHE$.",,,,,,,,
1084,13 Mar 2022,Sun,Tony,"2022 ICMC, Round 2, P5 of 5",A,10,,"A robot on the number line starts at $1$.  During the first minute, the robot writes down the number $1$. Each minute thereafter, it moves by one, either left or right, with equal probability. It then multiplies the last number it wrote by $n/t$, where $n$ is the number it just moved to, and $t$ is the number of minutes elapsed.  It then writes this number down.  For example, if the robot moves right during the second minute, it would write down $2/2=1$.\\[6pt]

\noindent Find the expected sum of all numbers it writes down, given that it is finite.",,,,,,,,
986,5 Dec 2021,Sun,Matteddy,"2021 Brazilian Olympic Revenge, P3 of 6",G,10,,"Let $I, C, \omega$ and $\Omega$ be the incenter, circumcenter, incircle and circumcircle, respectively, of the scalene triangle  $XYZ$ with $XZ > YZ > XY$. The incircle $\omega$ is tangent to the sides $YZ, XZ$ and $XY$ at the points $D, E$ and $F$. Let $S$ be the point on $\Omega$ such that $XS, CI$ and $YZ$ are concurrent. Let $(XEF) \cap \Omega = R$, $(RSD) \cap (XEF) = U$, $SU \cap CI = N$, $EF \cap YZ = A$, $EF \cap CI = T$ and $XU \cap YZ = O$.

Prove that $NARUTO$ is cyclic.",,,,,,,,
979,28 Nov 2021,Sun,A02,IMOSL 2009 C8,C,10,AL,"For any integer $n\geq 2$, we compute the integer $h(n)$ by applying the following procedure to its decimal representation. Let $r$ be the rightmost digit of $n$.
If $r=0$, then the decimal representation of $h(n)$ results from the decimal representation of $n$ by removing this rightmost digit $0$.
If $1\leq r \leq 9$ we split the decimal representation of $n$ into a maximal right part $R$ that solely consists of digits not less than $r$ and into a left part $L$ that either is empty or ends with a digit strictly smaller than $r$. Then the decimal representation of $h(n)$ consists of the decimal representation of $L$, followed by two copies of the decimal representation of $R-1$. For instance, for the number $17,151,345,543$, we will have $L=17,151$, $R=345,543$ and $h(n)=17,151,345,542,345,542$.
Prove that, starting with an arbitrary integer $n\geq 2$, iterated application of $h$ produces the integer $1$ after finitely many steps.",,,,,,,,
958,7 Nov 2021,Sun,A02,Folklore,A,10,,"Let $X, Y$ be subsets of $\mathbb{R}^2$. Say a function $f : X \to Y$ is continuous if for any $\varepsilon > 0$, there exists a $\delta > 0$ such that for any $x_1, x_2 \in X$ with $|x_1 - x_2| < \delta$ we have $|f(x_1) - f(x_2)| < \varepsilon$. Say $X$ and $Y$ are homemorphic if there exists a continuous bijection $f : X \to Y$ such that $f^{-1}$ is continuous. Is $\mathbb{R}^2$ homeomorphic to $\mathbb{R}^2 \backslash \{(0,0)\}$?",,,,,,,,
951,31 Oct 2021,Sun,A02,Folklore,C,10,,Does there exist an infinite subset $X$ of $\mathbb{R}$ such that the only order-preserving injection $X \to X$ is the identity? (An order-preserving injection $X \to X$ is a strictly increasing injection $X \to X$.) .,,,,,,,,
902,12 Sep 2021,Sun,A02,"2019 Taiwan TST Round 1 Mock 2, P3 of 3",G,10,,"Given a triangle $ \triangle ABC $. Denote its incenter and orthocenter by $ I, H $, respectively. If there is a point $ K $ with$$ AH+AK = BH+BK = CH+CK $$Show that $ H, I, K $ are collinear.
",,,,,,,,
895,5 Sep 2021,Sun,Cyclic,"2020 IMOSL, A8",A,10,,"Let $\mathbb{R}^{+}$ be the set of positive real numbers. Determine all functions $f: \mathbb{R}^{+} \rightarrow \mathbb{R}^{+}$ such that, for all positive real numbers $x$ and $y$,
$$
f(x+f(x y))+y=f(x) f(y)+1 .
$$",,,,,,,,
888,29 Aug 2021,Sun,Cyclic,"2020 IMOSL, C7",C,10,,"Consider any rectangular table having finitely many rows and columns, with a real number $a(r, c)$ in the cell in row $r$ and column $c$. A pair $(R, C)$, where $R$ is a set of rows and $C$ a set of columns, is called a saddle pair if the following two conditions are satisfied:\\

(i) For each row $r^{\prime}$, there is $r \in R$ such that $a(r, c) \geqslant a\left(r^{\prime}, c\right)$ for all $c \in C$;\\

(ii) For each column $c^{\prime}$, there is $c \in C$ such that $a(r, c) \leqslant a\left(r, c^{\prime}\right)$ for all $r \in R$. \\

A saddle pair $(R, C)$ is called a minimal pair if for each saddle pair $\left(R^{\prime}, C^{\prime}\right)$ with $R^{\prime} \subseteq R$ and $C^{\prime} \subseteq C$, we have $R^{\prime}=R$ and $C^{\prime}=C$.\\
 Prove that any two minimal pairs contain the same number of rows.",,,,,,,,
874,15 Aug 2021,Sun,Cyclic,"2021 IMO, P2 of 6",A,10,,"Show that the inequality
$$
\sum_{i=1}^{n} \sum_{j=1}^{n} \sqrt{\left|x_{i}-x_{j}\right|} \leqslant \sum_{i=1}^{n} \sum_{j=1}^{n} \sqrt{\left|x_{i}+x_{j}\right|}
$$
holds for all real numbers $x_{1}, \ldots, x_{n}$.",,,,,,,,
867,8 Aug 2021,Sun,Will,"2021 IMO, P3 of 6",G,10,,"Let $D$ be an interior point of the acute triangle $ABC$ with $AB > AC$ so that $\angle DAB = \angle CAD.$ The point $E$ on the segment $AC$ satisfies $\angle ADE =\angle BCD,$ the point $F$ on the segment $AB$ satisfies $\angle FDA =\angle DBC,$ and the point $X$ on the line $AC$ satisfies $CX = BX.$ Let $O_1$ and $O_2$ be the circumcenters of the triangles $ADC$ and $EXD,$ respectively. Prove that the lines $BC, EF,$ and $O_1O_2$ are concurrent.",,,,,,,,
846,18 Jul 2021,Sun,Will ,"2020 USAMO, P6 of 6",A,10,,Let $n \ge 2$ be an integer. Let $x_1 \ge x_2 \ge ... \ge x_n$ and $y_1 \ge y_2 \ge ... \ge y_n$ be $2n$ real numbers such that$$0 = x_1 + x_2 + ... + x_n = y_1 + y_2 + ... + y_n $$$$\text{and} \hspace{2mm} 1 =x_1^2 + x_2^2 + ... + x_n^2 = y_1^2 + y_2^2 + ... + y_n^2.$$Prove that$$\sum_{i = 1}^n (x_iy_i - x_iy_{n + 1 - i}) \ge \frac{2}{\sqrt{n-1}}.$$,,,,,,,,
832,4 Jul 2021,Sun,Will,"2020 USAMO, P3 of 6",N,10,,"Let $p$ be an odd prime. An integer $x$ is called a quadratic non-residue if $p$ does not divide $x-t^2$ for any integer $t$.
\smallbreak
Denote by $A$ the set of all integers $a$ such that $1\le a<p$, and both $a$ and $4-a$ are quadratic non-residues. Calculate the remainder when the product of the elements of $A$ is divided by $p$.",,,,,,,,
790,23 May 2021,Sun,Will,"110 Geometry Problems, #77",G,10,,"Let $A B C$ be a triangle with circumcircle $\Gamma$ and incircle $\gamma$. Let $A^{\prime}$ be the mixtilinear excircle touch point, and let $A^{\prime} B^{\prime}$ and $A^{\prime} C^{\prime}$ be tangent to $\gamma$ with $B^{\prime}, C^{\prime} \in \Gamma$. Let $X$ be the tangency point of $B^{\prime} C^{\prime}$ with $\gamma$ which exists by Poncelet's Porism. Show that $(X B C)$ is tangent to $\gamma$.",,,,,,,,
776,9 May 2021,Sun,Will,"2018 Real IMOSL, G6",G,10,,"Let $A B C$ be an scalene acute-angled triangle. The tangents to its circumcircle at points $A$ and $B$ meet the opposite sidelines at $A_{1}$ and $B_{1}$, respectively. Let $L$ be the Lemoine point of the triangle (where the symmedians meet), and let $P$ be a point inside the triangle such that its projections onto the sides form an equilateral triangle. Prove that $L P \perp A_{1} B_{1}$.",,,,,,,,
748,11 Apr 2021,Sun,A02,"2016 IMO, P3 of 6",N,10,,"Let $P=A_1A_2\cdots A_k$ be a convex polygon in the plane. The vertices $A_1, A_2, \ldots, A_k$ have integral coordinates and lie on a circle. Let $S$ be the area of $P$. An odd positive integer $n$ is given such that the squares of the side lengths of $P$ are integers divisible by $n$. Prove that $2S$ is an integer divisible by $n$.",,,,,,,,
741,4 Apr 2021,Sun,A02,"2014 IMO, P6 of 6",C,10,,"A set of lines in the plane is in general position if no two are parallel and no three pass through the same point. A set of lines in general position cuts the plane into regions, some of which have finite area; we call these its finite regions. Prove that for all sufficiently large $n$, in any set of $n$ lines in general position it is possible to colour at least $\sqrt{n}$ lines blue in such a way that none of its finite regions has a completely blue boundary.",,,,,,,,
713,7 Mar 2021,Sun,Will,2016 USA TSTST,G,10,,"Let $ABC$ be a triangle with incenter $I$, and whose incircle is tangent to $\overline{BC}$, $\overline{CA}$, $\overline{AB}$ at $D$, $E$, $F$, respectively. Let $K$ be the foot of the altitude from $D$ to $\overline{EF}$. Suppose that the circumcircle of $\triangle AIB$ meets the incircle at two distinct points $C_1$ and $C_2$, while the circumcircle of $\triangle AIC$ meets the incircle at two distinct points $B_1$ and $B_2$. Prove that the radical axis of the circumcircles of $\triangle BB_1B_2$ and $\triangle CC_1C_2$ passes through the midpoint $M$ of $\overline{DK}$.",,,,,,,,
706,28 Feb 2021,Sun,A02,"2015 RMM, P6 of 6",C,10,,"Given a positive integer $n$, determine the largest real number $\mu$ satisfying the following condition: for every set $C$ of $4n$ points in the interior of the unit square $U$, there exists a rectangle $T$ contained in $U$ such that

$\bullet$ the sides of $T$ are parallel to the sides of $U$;

$\bullet$ the interior of $T$ contains exactly one point of $C$;

$\bullet$ the area of $T$ is at least $\mu$.",,,,,,,,
692,14 Feb 2021,Sun,Will,"2008 IMO, P6 of 6",G,10,,"Let $ ABCD$ be a convex quadrilateral with $ BA\neq BC$. Denote the incircles of triangles $ ABC$ and $ ADC$ by $ \omega_{1}$ and $ \omega_{2}$ respectively. Suppose that there exists a circle $ \omega$ tangent to ray $ BA$ beyond $ A$ and to the ray $ BC$ beyond $ C$, which is also tangent to the lines $ AD$ and $ CD$. Prove that the common external tangents to $ \omega_{1}$ and $\omega_{2}$ intersect on $ \omega$.",,,,,,,,
685,7 Feb 2021,Sun,A02,"2019 BalkanMO SL, C4",C,10,,"Vlad the Impaler likes to entomb his enemies underneath his castle in a network of $2N$ torture chambers, each with three doors. These are connected by a number of corridors, which only meet at the torture chambers, but can pass over and around each other with staircases and tunnels.

Dan III of Wallachia wakes up in one corridor, and starts crawling in one direction, trying to escape. So that he doesn't get lost, whenever he arrives at a torture chamber, he always exists through the door to the left of the door he entered. Eventually, Dan realises that he has passed down every corridor in both directions (and so knows he cannot escape). For which values of $N$ is this possible?",,,,,,,,
671,24 Jan 2021,Sun,A02,Minkowski's Theorem,C,10,,"Given a centrally symmetric convex set about the origin $S$ in $\mathbb{R}^n$ with volume greater than $2^n$, show that $S$ contains a lattice point other than the origin.",,,,,,,,
664,17 Jan 2021,Sun,Will,"2010 IMO, P3 of 6",N,10,,"Find all functions $g:\mathbb{N}\rightarrow\mathbb{N}$ such that\[\left(g(m)+n\right)\left(g(n)+m\right)\]is a perfect square for all $m,n\in\mathbb{N}.$",,,,,,,,
657,10 Jan 2021,Sun,Will,"2009 IMOSL, N6",N,10,,"Let $k$ be a positive integer. Show that if there exists a sequence $a_0,a_1,\ldots$ of integers satisfying the condition\[a_n=\frac{a_{n-1}+n^k}{n}\text{ for all } n\geq 1,\]then $k-2$ is divisible by $3$.",,,,,,,,
650,3 Jan 2021,Sun,Will,"2012 RMM, P6 of 6",G,10,,"Let $ABC$ be a triangle and let $I$ and $O$ denote its incentre and circumcentre respectively. Let $\omega_A$ be the circle through $B$ and $C$ which is tangent to the incircle of the triangle $ABC$; the circles $\omega_B$ and $\omega_C$ are defined similarly. The circles $\omega_B$ and $\omega_C$ meet at a point $A'$ distinct from $A$; the points $B'$ and $C'$ are defined similarly. Prove that the lines $AA',BB'$ and $CC'$ are concurrent at a point on the line $IO$.",,,,,,,,
643,27 Dec 2020,Sun,Will,"2019 RMMSL, G4",G,10,,"Let $\Omega$ be the circumcircle of an acute-angled triangle $ABC$. A point $D$ is chosen on the internal bisector of $\angle ACB$ so that the points $D$ and $C$ are separated by $AB$. A circle $\omega$ centered at $D$ is tangent to the segment $AB$ at $E$. The tangents to $\omega$ through $C$ meet the segment $AB$ at $K$ and $L$, where $K$ lies on the segment $AL$. A circle $\Omega_1$ is tangent to the segments $AL, CL$, and also to $\Omega$ at point $M$. Similarly, a circle $\Omega_2$ is tangent to the segments $BK, CK$, and also to $\Omega$ at point $N$. The lines $LM$ and $KN$ meet at $P$. Prove that $\angle KCE = \angle LCP$.",,,,,,,,
636,20 Dec 2020,Sun,Will,"2012 ELMO, P3 of 6",A,10,,"Let $f,g$ be polynomials with complex coefficients such that $\gcd(\deg f,\deg g)=1$. Suppose that there exist polynomials $P(x,y)$ and $Q(x,y)$ with complex coefficients such that $f(x)+g(y)=P(x,y)Q(x,y)$. Show that one of $P$ and $Q$ must be constant.",,,,,,,,
629,13 Dec 2020,Sun,Will,"2012 IMO, P6 of 6",N,10,,"Find all positive integers $n$ for which there exist non-negative integers $a_1, a_2, \ldots, a_n$ such that
\[
\frac{1}{2^{a_1}} + \frac{1}{2^{a_2}} + \cdots + \frac{1}{2^{a_n}} = 
\frac{1}{3^{a_1}} + \frac{2}{3^{a_2}} + \cdots + \frac{n}{3^{a_n}} = 1.
\]",,,,,,,,
601,15 Nov 2020,Sun,Sharky,"2017 IMO, P3",C,10,,"A hunter and an invisible rabbit play a game in the Euclidean plane. The rabbit's starting point, $A_0$, and the hunter's starting point, $B_0$ are the same. After $n-1$ rounds of the game, the rabbit is at point $A_{n-1}$ and the hunter is at point $B_{n-1}$. In the $n^{\text{th}}$ round of the game, three things occur in order:

\begin{enumerate}[label=(\roman*)]
\item The rabbit moves invisibly to a point $A_n$ such that the distance between $A_{n-1}$ and $A_n$ is exactly $1$.

\item A tracking device reports a point $P_n$ to the hunter. The only guarantee provided by the tracking device to the hunter is that the distance between $P_n$ and $A_n$ is at most $1$.

\item The hunter moves visibly to a point $B_n$ such that the distance between $B_{n-1}$ and $B_n$ is exactly $1$.
\end{enumerate}
Is it always possible, no matter how the rabbit moves, and no matter what points are reported by the tracking device, for the hunter to choose her moves so that after $10^9$ rounds, she can ensure that the distance between her and the rabbit is at most $100$?",,,,,,,,
594,8 Nov 2020,Sun,A02,Folklore ,N,10,,Let $x$ and $y$ be positive integers. Suppose $x \pmod{p} \leq y \pmod{p}$ for all primes $p$ (where we define $a \pmod{p}$ to be the remainder of $a$ upon division by $p$). Must $x = y$? ,,,,,,,,
587,1 Nov 2020,Sun,Joe,"2011 IMO, P2 of 6",C,10,,"Let $\mathcal{S}$ be a finite set of at least two points in the plane. Assume that no three points of $\mathcal S$ are collinear. A \textit{windmill} is a process that starts with a line $\ell$ going through a single point $P \in \mathcal S$. The line rotates clockwise about the pivot $P$ until the first time that the line meets some other point belonging to $\mathcal S$. This point, $Q$, takes over as the new pivot, and the line now rotates clockwise about $Q$, until it next meets a point of $\mathcal S$. This process continues indefinitely.
Show that we can choose a point $P$ in $\mathcal S$ and a line $\ell$ going through $P$ such that the resulting windmill uses each point of $\mathcal S$ as a pivot infinitely many times.",,,,,,,,
580,25 Oct 2020,Sun,Will,"2013 IMO, P6 of 6",C,10,,"Let $n \ge 3$ be an integer, and consider a circle with $n + 1$ equally spaced points marked on it. Consider all labellings of these points with the numbers $0, 1, ... , n$ such that each label is used exactly once; two such labellings are considered to be the same if one can be obtained from the other by a rotation of the circle. A labelling is called beautiful if, for any four labels $a < b < c < d$ with $a + d = b + c$, the chord joining the points labelled $a$ and $d$ does not intersect the chord joining the points labelled $b$ and $c$.
\smallbreak
Let $M$ be the number of beautiful labelings, and let N be the number of ordered pairs $(x, y)$ of positive integers such that $x + y \le n$ and $\gcd(x, y) = 1$. Prove that $$M = N + 1.$$",,,,,,,,
572,17 Oct 2020,Sat,Will,"2019 IMOSL, C8",C,10,,"Alice has a map of Wonderland, a country consisting of $n \geq 2$ towns. For every pair of towns, there is a narrow road going from one town to the other. One day, all the roads are declared to be “one way” only. Alice has no information on the direction of the roads, but the King of Hearts has offered to help her. She is allowed to ask him a number of questions. For each question in turn, Alice chooses a pair of towns and the King of Hearts tells her the direction of the road connecting those two towns.
\smallbreak
Alice wants to know whether there is at least one town in Wonderland with at most one outgoing road. Prove that she can always find out by asking at most $4n$ questions.",,,,,,,,
544,19 Sep 2020,Sat,Will,"2014 IMOSL, G7",G,10,,"Let $ABC$ be a triangle with circumcircle $\Omega$ and incentre $I$. Let the line passing through $I$ and perpendicular to $CI$ intersect the segment $BC$ and the arc $BC$ (not containing $A$) of $\Omega$ at points $U$ and $V$ , respectively. Let the line passing through $U$ and parallel to $AI$ intersect $AV$ at $X$, and let the line passing through $V$ and parallel to $AI$ intersect $AB$ at $Y$ . Let $W$ and $Z$ be the midpoints of $AX$ and $BC$, respectively. Prove that if the points $I, X,$ and $Y$ are collinear, then the points $I, W ,$ and $Z$ are also collinear.",,,,,,,,
538,13 Sep 2020,Sun,Will,"2018 IMO, P6 of 6",G,10,,"A convex quadrilateral $ABCD$ satisfies $AB\cdot CD = BC\cdot DA$. Point $X$ lies inside $ABCD$ so that\[\angle{XAB} = \angle{XCD}\quad\,\,\text{and}\quad\,\,\angle{XBC} = \angle{XDA}.\]Prove that $\angle{BXA} + \angle{DXC} = 180^\circ$.",,,,,,,,
